"Numéro de mesure";"Longitude";"Latitude";"Position";"Insee";"Adresse";"Complément";"Code postal";"Commune";"Date de mesure";"Mesure réalisée";"Rapport";"Conformité de la mesure";"Niveau global";"Type d'environnement";"laboratoire";"DECT (Téléphone domestique)";"Radiodiffusion sonore (FM – RNT)";"Services HF";"PMR (Réseaux radio mobile professionnels)";"PMR - balises";"Radars - balises - FH";"Radar - BLR (Wimax)- FH";"TV";"Réseaux locaux radioélectriques ou Wifi";"TM 700 (Téléphonie Mobile en 700 MHz)_mesuré";"TM 700 (Téléphonie Mobile en 700 MHz)_extrapolé";"TM 800_mesuré";"TM 800_extrapolé";"TM 900_mesuré";"TM 900_extrapolé";"TM 1800_mesuré";"TM 1800_extrapolé";"TM 2100_mesuré";"TM 2100_extrapolé";"TM 2600_mesuré";"TM 2600_extrapolé";"TM 3600_mesuré";"TM 3600_extrapolé";"Cumul_CasB";"Cumul_CasB_TM";"Ratio_Ecart_CasA_CasB_%"
"121939";"2,320751";"45,417335";"45°25'2.406N 2°19'14.704E";"19113";"Route de Neuvic";"";"19160";"LIGINIAC";"24/06/2015";"En intérieur";"R_SO1693_1_1PUB.pdf";"Oui";"0,09";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"122005";"0,594547";"44,250755";"44°15'2.718N 0°35'40.369E";"47069";"Route de Bidounet";"";"47450";"COLAYRAC SAINT CIRQ";"26/06/2015";"En intérieur";"R_SO1923_1_1PUB.pdf";"Oui";"0,2";"Lieu d'habitation";"EXEM";"0,01";"0,03";"0,04";"0,04";"0,05";"0,05";"0,16";"0,05";"0,18";"";"";"0,03";"";"0,02";"";"0,01";"";"0,01";"";"";"";"";"";"0,266833";"0,03873";"-33,417"
"122006";"1,005323";"44,932216";"44°55'55.978N 1°0'19.163E";"24172";"Chemin Legal - La Rouquette";"";"24620";"EYZIES";"26/06/2015";"En extérieur";"R_SO1925_1_1PUB.pdf";"Oui";"0,41";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"122234";"-1,148528";"44,624528";"44°37'28.301N 1°8'54.701W";"33529";"Rue Gustave Loude";"Résidence Félix Arnaudin";"33260";"TESTE DE BUCH";"10/07/2015";"En extérieur";"Rapport public TS061501-R.pdf";"Oui";"0,06";"Divers";"AEXPERTISE";"0,01";"0,03";"";"";"";"";"0";"0";"0,03";"";"";"0";"";"0,02";"";"0,03";"";"0,02";"";"";"";"";"";"0,06";"0,041231";"0"
"122378";"2,059125";"45,079514";"45°4'46.250N 2°3'32.850E";"19205";"Domaine de nalou";"";"19220";"SAINT GENIEZ O MERLE";"27/07/2015";"En intérieur";"R_SO1990_1_1PUB.pdf";"Oui";"0,13";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"122479";"2,196126";"44,377282";"44°22'38.215N 2°11'46.054E";"12071";"Le Bourg";"";"12350";"COMPOLIBAT";"29/07/2015";"En intérieur";"R_SO2020_1_1PUB.pdf";"Oui";"0,28";"Etablissement ouvert au public (Ecole, Et Soins, Gare…)";"EXEM";"0,16";"";"";"";"";"";"";"";"0,12";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,2";"";"28,571"
"122608";"-0,548306";"44,869194";"44°52'9.098N 0°32'53.902W";"33063";"Rue Achard";"";"33300";"BORDEAUX";"15/07/2015";"En extérieur";"Rapport public TS061502-R.pdf";"Oui";"0,06";"Lieu d'habitation";"AEXPERTISE";"0";"0,1";"";"";"";"";"0";"0,02";"0,03";"";"";"0,02";"";"0,04";"";"0,03";"";"0,03";"";"";"";"";"";"0,122882";"0,061644";"-104,803"
"122626";"-0,6015";"44,807333";"44°48'26.399N 0°36'5.400W";"33522";"Avenue Prévost";"CROUS - Résidence universitaire, bâtiment K";"33400";"TALENCE";"15/07/2015";"En extérieur";"Rapport public TS061503-R.pdf";"Oui";"0,07";"Rue / Route / Parking";"AEXPERTISE";"0";"0,04";"";"";"";"";"0";"0,09";"0,03";"";"";"0,03";"";"0,11";"";"0,07";"";"0,09";"";"";"";"";"";"0,191311";"0,161245";"-173,302"
"122875";"-1,137542";"44,630629";"44°37'50.264N 1°8'15.151W";"33529";"Rue Gaston de Foix";"";"33260";"TESTE DE BUCH";"02/09/2015";"En intérieur";"R_SO2094_1_1PUB.pdf";"Oui";"0,17";"Etablissement ouvert au public (Ecole, Et Soins, Gare…)";"EXEM";"0,01";"0,03";"0,04";"0,04";"0,05";"0,05";"0,18";"0,05";"0,16";"";"";"0,03";"";"0,02";"";"0,01";"";"0,01";"";"";"";"";"";"0,266833";"0,03873";"-56,961"
"122896";"-1,071913";"44,619755";"44°37'11.118N 1°4'18.887W";"33199";"Allée Joseph Vernet";"";"33470";"GUJAN MESTRAS";"02/09/2015";"En intérieur";"R_SO2080_1_1PUB.pdf";"Oui";"0,31";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"123047";"-0,088141";"44,422965";"44°25'22.674N 0°5'17.308W";"33511";"4 Le Bourg";"";"33690";"SENDETS";"15/09/2015";"En intérieur";"R_SO2148_1_1PUB.pdf";"Oui";"0,18";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"123147";"-0,556266";"44,826047";"44°49'33.769N 0°33'22.558W";"33063";"Rue Charles Domercq";"";"33800";"BORDEAUX";"14/09/2015";"En intérieur";"R_SO2120_1_1PUB.pdf";"Oui";"0,44";"Etablissement ouvert au public (Ecole, Et Soins, Gare…)";"EXEM";"";"";"0,12";"";"";"";"";"";"0,4";"";"";"0,1";"";"0,11";"0,21";"";"";"0,05";"0,1";"";"";"";"";"0,446094";"0,156844";"-1,385"
"123286";"-1,257667";"44,428028";"44°25'40.901N 1°15'27.601W";"40046";"Route de le Plage";"";"40600";"BISCARROSSE";"12/10/2015";"En extérieur";"Rapport public OS051501-R.pdf";"Oui";"0,19";"Locaux professionnels non accessibles au public";"AEXPERTISE";"0";"0";"0,11";"0";"0";"0";"0";"0";"0";"";"";"0";"";"0,02";"";"0,02";"";"0,03";"";"";"";"";"";"0,117473";"0,041231";"38,172"
"123325";"-0,651897";"44,855402";"44°51'19.447N 0°39'6.829W";"33281";"Avenue de Magudas";"";"33700";"MERIGNAC";"15/10/2015";"En intérieur";"R_SO2248_1_1PUB.pdf";"Oui";"0,52";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"0,05";"";"";"";"";"";"";"0,47";"1,07";"";"";"0,17";"0,42";"";"";"";"";"0,502295";"0,4998";"3,405"
"123332";"1,689156";"43,767861";"43°46'4.300N 1°41'20.962E";"81271";"Rue d'En Garric";"";"81370";"SAINT SULPICE LA POINTE";"10/10/2012";"En intérieur";"R-032-PTA-12-105359-1-P.pdf";"Oui";"0,17";"Rue / Route / Parking";"EMITECH_MONTIGNY";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,28";"0,43";"0,05";"0,05";"0,05";"0,04";"";"";"";"";"0,288791";"0,288791";"-69,877"
"123333";"-1,080031";"45,358155";"45°21'29.358N 1°4'48.112W";"33540";"Route de Pey Mayan";"";"33930";"VENDAYS MONTALIVET";"15/10/2015";"En intérieur";"R_SO2179_1_1PUB.pdf";"Oui";"0,09";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"123367";"1,515722";"45,15255";"45°9'9.180N 1°30'56.599E";"19031";"Avenue Guynemer";"";"19100";"BRIVE LA GAILLARDE";"16/10/2015";"En intérieur";"R_SO2229_1_1PUB.pdf";"Oui";"0,24";"Etablissement ouvert au public (Ecole, Et Soins, Gare…)";"EXEM";"";"0,14";"";"";"";"";"";"";"";"";"";"";"";"0,06";"0,13";"";"";"";"";"";"";"";"";"0,152315";"0,06";"36,535"
"123489";"0,733929";"44,828397";"44°49'42.229N 0°44'2.144E";"24143";"Coste Périé";"";"24150";"COUZE ET SAINT FRONT";"26/10/2015";"En intérieur";"R_SO2190_1_1PUB.pdf";"Oui";"0,12";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"123506";"-0,754917";"43,753171";"43°45'11.416N 0°45'17.701W";"40201";"Chemin de Pé de Peyran";"";"40250";"MUGRON";"27/10/2015";"En intérieur";"R_SO2193_1_1PUB.pdf";"Oui";"0,28";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,23";"0,44";"";"";"";"";"";"";"";"";"0,23";"0,23";"17,857"
"123590";"-0,670658";"44,84325";"44°50'35.700N 0°40'14.369W";"33281";"Rue Jacques Prévert";"";"33700";"MERIGNAC";"26/10/2015";"En intérieur";"R_SO2291_1_1PUB.pdf";"Oui";"1,8";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"123675";"0,572727";"44,241295";"44°14'28.662N 0°34'21.817E";"47069";"Chemin de Lacrabe";"";"47450";"COLAYRAC SAINT CIRQ";"05/11/2015";"En intérieur";"R_SO2257_1_1PUB.pdf";"Oui";"0,17";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"123729";"0,358622";"44,597771";"44°35'51.976N 0°21'31.039E";"47168";"Avenue Du 8 Mai 1945";"";"47800";"MIRAMONT DE GUYENNE";"05/11/2015";"En intérieur";"R_SO2307_1_1PUB.pdf";"Oui";"1,49";"Etablissement ouvert au public (Ecole, Et Soins, Gare…)";"EXEM";"0,01";"0,03";"0,05";"0,04";"0,05";"0,05";"0,16";"0,05";"1,71";"";"";"0,03";"";"0,09";"";"0,01";"";"0,08";"";"";"";"";"";"1,72563";"0,124499";"-15,814"
"123845";"2,575479";"44,354488";"44°21'16.157N 2°34'31.724E";"12202";"Rue Dominique Turcq";"";"12000";"RODEZ";"18/11/2015";"En intérieur";"R_SO2326_1_1PUB.pdf";"Oui";"0,13";"Etablissement ouvert au public (Ecole, Et Soins, Gare…)";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"123859";"2,560995";"44,358623";"44°21'31.043N 2°33'39.582E";"12202";"Rue De Lisbonne";"";"12000";"RODEZ";"18/11/2015";"En intérieur";"R_SO2355_1_1PUB.pdf";"Oui";"0,93";"Locaux professionnels non accessibles au public";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"123945";"1,382947";"45,377563";"45°22'39.227N 1°22'58.609E";"19243";"Rue Grande Rue";"";"19230";"SAINT SORNIN LAVOLPS";"23/11/2015";"En intérieur";"R_SO2327_1_1PUB.pdf";"Oui";"0,09";"Etablissement ouvert au public (Ecole, Et Soins, Gare…)";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"124202";"-0,621725";"44,83689";"44°50'12.804N 0°37'18.210W";"33281";"Avenue De La Marne";"";"33700";"MERIGNAC";"07/12/2015";"En extérieur";"R_SO2349_1_1PUB.pdf";"Oui";"5,1";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"124251";"1,894648";"44,802933";"44°48'10.559N 1°53'40.733E";"46170";"Lagarrissal";"";"46120";"LEYME";"08/12/2015";"En intérieur";"R_SO2396_1_1PUB.pdf";"Oui";"0,21";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"124254";"-0,589356";"44,762908";"44°45'46.469N 0°35'21.682W";"33550";"Avenue Sadi-Carnot";"";"33140";"VILLENAVE D ORNON";"08/12/2015";"En extérieur";"R_SO2416_1_1PUB.pdf";"Oui";"0,39";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"124388";"2,566402";"44,347553";"44°20'51.191N 2°33'59.047E";"12202";"Cote de la Gascarie";"";"12000";"RODEZ";"14/12/2015";"En extérieur";"R_SO2445_1_1PUB.pdf";"Oui";"0,55";"Etablissement ouvert au public (Ecole, Et Soins, Gare…)";"EXEM";"";"0,36";"";"";"";"";"";"";"";"";"";"";"";"0,21";"0,37";"0,11";"0,22";"0,15";"0,34";"";"";"";"";"0,456399";"0,280535";"17,018"
"124745";"-0,691828";"44,819929";"44°49'11.744N 0°41'30.581W";"33281";"Rue Francois Girardon";"";"33700";"MERIGNAC";"22/12/2015";"En intérieur";"R_SO2421_1_1PUB.pdf";"Oui";"0,15";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"0,05";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,05";"";"66,667"
"124755";"-1,080995";"44,759861";"44°45'35.500N 1°4'51.582W";"33005";"Rue Louison Bobet";"";"33510";"ANDERNOS LES BAINS";"21/12/2015";"En intérieur";"R_SO2473_1_1PUB.pdf";"Oui";"0,4";"Lieu d'habitation";"EXEM";"0,19";"0,03";"0,04";"0,04";"0,05";"0,05";"0,18";"0,05";"0,3";"";"";"0,03";"";"0,02";"";"0,01";"";"0,01";"";"";"";"";"";"0,414246";"0,03873";"-3,562"
"124758";"-0,593905";"44,806229";"44°48'22.424N 0°35'38.058W";"33522";"Avenue Roul";"";"33400";"TALENCE";"21/12/2015";"En extérieur";"R_SO2430_1_1PUB.pdf";"Oui";"0,99";"Lieu d'habitation";"EXEM";"0,01";"0,03";"0,05";"0,04";"0,05";"0,05";"0,25";"0,07";"0,16";"";"";"0,17";"";"0,4";"";"0,55";"";"0,44";"";"";"";"";"";"0,88775";"0,827647";"10,328"
"124765";"-0,518235";"44,871063";"44°52'15.827N 0°31'5.646W";"33249";"Rue Louis Pasteur";"";"33310";"LORMONT";"21/12/2015";"En extérieur";"R_SO2496_1_1PUB.pdf";"Oui";"0,99";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"124772";"-0,701215";"44,785528";"44°47'7.901N 0°42'4.374W";"33318";"Avenue Port Aérien";"";"33600";"PESSAC";"21/12/2015";"En intérieur";"R_SO2432_1_1PUB.pdf";"Oui";"0,19";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"124801";"-0,49211";"44,857101";"44°51'25.564N 0°29'31.596W";"33013";"Rue des Cigales";"";"33370";"ARTIGUES PRES BORDEAUX";"22/12/2015";"En intérieur";"R_SO2468_1_1PUB.pdf";"Oui";"0,33";"Lieu d'habitation";"EXEM";"0,3";"0,14";"0,06";"0,04";"0,05";"0,06";"0,18";"0,07";"0,16";"";"";"0,03";"";"0,03";"";"0,02";"";"0,02";"";"";"";"";"";"0,431741";"0,05099";"-30,831"
"124816";"-1,080877";"44,75948";"44°45'34.128N 1°4'51.157W";"33005";"Rue Louison Bobet";"";"33510";"ANDERNOS LES BAINS";"21/12/2015";"En intérieur";"R_SO2473_1_2PUB.pdf";"Oui";"0,3";"Lieu d'habitation";"EXEM";"0,01";"0,03";"0,04";"0,04";"0,05";"0,05";"0,18";"0,05";"0,29";"";"";"0,03";"";"0,02";"";"0,01";"";"0,01";"";"";"";"";"";"0,360139";"0,03873";"-20,046"
"124866";"-0,573694";"44,833861";"44°50'1.900N 0°34'25.298W";"33063";"Allée du Grand Rabin Joseph Cohen";"";"33000";"BORDEAUX";"20/02/2013";"En intérieur";"R-032-RTA-13-101031-1-P.pdf";"Oui";"0,49";"Commerce (Centre commercial, …";"EMITECH_MONTIGNY";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,29";"0,86";"0,14";"0,51";"0,4";"0,79";"";"";"";"";"0,513517";"0,513517";"-4,799"
"124927";"2,307301";"44,556044";"44°33'21.758N 2°18'26.284E";"12100";"Le Perdigal";"";"12300";"FIRMI";"05/01/2016";"En extérieur";"R_SO2495_1_1PUB.pdf";"Oui";"0,17";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"125073";"1,687881";"43,7555";"43°45'19.800N 1°41'16.372E";"81271";"Route de Garrigues";"";"81370";"SAINT SULPICE LA POINTE";"10/10/2012";"En intérieur";"R-032-PTA-12-105358-1-P.pdf";"Oui";"0,25";"Lieu d'habitation";"EMITECH_MONTIGNY";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"125776";"0,751276";"45,175616";"45°10'32.218N 0°45'4.594E";"24053";"Impasse Vincent Le Goff";"";"24750";"BOULAZAC ISLE MANOIRE";"03/02/2016";"En intérieur";"R_SO2550_1_1PUB.pdf";"Oui";"0,32";"Lieu d'habitation";"EXEM";"0,14";"";"";"";"";"";"";"";"0,08";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,161245";"";"49,611"
"125792";"1,433244";"44,461767";"44°27'42.361N 1°25'59.678E";"46042";"Rue Francis Jammes";"";"46000";"CAHORS";"18/01/2016";"En extérieur";"R_SO2536_1_1PUB.pdf";"Oui";"0,39";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"125879";"-0,475287";"44,820135";"44°49'12.486N 0°28'31.033W";"33099";"Route de Tresses";"";"33360";"CARIGNAN DE BORDEAUX";"03/02/2016";"En extérieur";"R_SO2561_1_1PUB.pdf";"Oui";"0,75";"Divers";"EXEM";"";"0,2";"";"";"";"";"";"0,56";"";"";"";"0,34";"";"0,22";"0,53";"0,11";"0,01";"0,14";"0,39";"";"";"";"";"0,741148";"0,44238";"1,18"
"125892";"-0,498666";"44,877434";"44°52'38.762N 0°29'55.198W";"33249";"Rue Jacques Brel";"";"33310";"LORMONT";"04/02/2016";"En intérieur";"R_SO2575_1_1PUB.pdf";"Oui";"0,21";"Lieu d'habitation";"EXEM";"0,01";"0,1";"0,04";"0,04";"0,05";"0,05";"0,16";"0,05";"0,14";"";"";"0,03";"";"0,06";"";"0,01";"";"0,02";"";"";"";"";"";"0,266458";"0,070711";"-26,885"
"125898";"-0,678942";"44,879319";"44°52'45.548N 0°40'44.191W";"33200";"Rue Colbert";"";"33185";"HAILLAN";"04/02/2016";"En intérieur";"R_SO2587_1_1PUB.pdf";"Oui";"0,98";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"0,1";"";"";"";"";"0,42";"";"0,65";"1,53";"0,18";"0,43";"0,17";"0,4";"";"";"";"";"0,818657";"0,812527";"16,464"
"126254";"1,752405";"45,260585";"45°15'38.106N 1°45'8.658E";"19272";"Rue Pauphile";"";"19000";"TULLE";"09/03/2016";"En intérieur";"R_SO2628_1_1PUB.pdf";"Oui";"0,24";"Etablissement ouvert au public (Ecole, Et Soins, Gare…)";"EXEM";"";"";"";"";"";"";"";"";"0,2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,2";"";"16,667"
"126294";"2,432764";"44,469615";"44°28'10.614N 2°25'57.950E";"12215";"Le Bois Gros";"";"12330";"SAINT CHRISTOPHE VALLON";"10/03/2016";"En intérieur";"R_SO2671_1_1PUB.pdf";"Oui";"0,17";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"126297";"1,411164";"43,736275";"43°44'10.590N 1°24'40.190E";"31091";"Chemin du Bois Communal";"";"31150";"BRUGUIERES";"04/03/2016";"En extérieur";"R_SO2698_1_3PUB.pdf";"Oui";"1,98";"Rue / Route / Parking";"EXEM";"";"";"";"";"";"";"0,19";"";"";"";"";"";"";"1,54";"3,57";"";"";"0,48";"1,22";"";"";"";"";"1,624223";"1,613072";"17,969"
"126325";"1,856325";"45,228224";"45°13'41.606N 1°51'22.770E";"19158";"Le Bourg";"";"19150";"PANDRIGNES";"09/03/2016";"En intérieur";"R_SO2664_1_1PUB.pdf";"Oui";"0,17";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"126350";"-0,552846";"45,042122";"45°2'31.639N 0°33'10.246W";"33067";"Avenue du Général de Gaulle";"";"33710";"BOURG";"17/03/2016";"En intérieur";"R_SO2718_1_1PUB.pdf";"Oui";"0,26";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"126351";"-0,551537";"45,04172";"45°2'30.192N 0°33'5.533W";"33067";"11 Banlieue";"";"33710";"BOURG";"17/03/2016";"En extérieur";"R_SO2718_1_2PUB.pdf";"Oui";"0,21";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"126357";"-0,551409";"45,041841";"45°2'30.628N 0°33'5.072W";"33067";"Banlieue";"";"33710";"BOURG";"17/03/2016";"En intérieur";"R_SO2718_1_3PUB.pdf";"Oui";"0,29";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"126380";"-0,51139";"44,885849";"44°53'9.056N 0°30'41.004W";"33096";"Avenue de la Gardette";"";"33560";"CARBON BLANC";"17/03/2016";"En intérieur";"R_SO2730_1_1PUB.pdf";"Oui";"0,27";"Lieu d'habitation";"EXEM";"";"0,08";"";"";"";"";"";"0,09";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,120416";"";"55,402"
"126453";"-0,630823";"44,787394";"44°47'14.618N 0°37'50.963W";"33318";"Parc d'activité de Canteranne";"";"33600";"PESSAC";"17/03/2016";"En intérieur";"R_SO2701_1_1PUB.pdf";"Oui";"0,91";"Locaux professionnels non accessibles au public";"EXEM";"";"";"";"";"";"";"";"";"0,15";"";"";"0,45";"";"0,67";"1,66";"0,3";"0,7";"0,25";"0,7";"";"";"";"";"0,909065";"0,896605";"0,103"
"126548";"-0,565302";"44,821817";"44°49'18.541N 0°33'55.087W";"33063";"Rue Buchou";"";"33800";"BORDEAUX";"30/03/2016";"En intérieur";"R_SO2756_1_1PUB.pdf";"Oui";"0,48";"Lieu d'habitation";"EXEM";"";"0,07";"";"";"";"";"";"";"";"";"";"0,18";"";"0,28";"0,69";"0,31";"0,01";"";"";"";"";"";"";"0,460217";"0,454863";"4,121"
"126577";"-0,518278";"44,905352";"44°54'19.267N 0°31'5.801W";"33032";"Allée Tournesol";"";"33530";"BASSENS";"29/03/2016";"En intérieur";"R_SO2754_1_1PUB.pdf";"Oui";"0,26";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"126631";"1,349945";"45,013876";"45°0'49.954N 1°20'59.802E";"24215";"Le Buzard";"";"24590";"JAYAC";"30/03/2016";"En intérieur";"R_SO2765_1_1PUB.pdf";"Oui";"0,17";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"126659";"2,293589";"44,631032";"44°37'51.715N 2°17'36.920E";"12240";"Altasserre Haute";"";"12300";"SAINT PARTHEM";"30/03/2016";"En intérieur";"R_SO2764_1_1PUB.pdf";"Oui";"0,19";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"0,08";"";"";"";"";"0,05";"0,13";"";"";"";"";"";"";"";"";"0,09434";"0,05";"50,347"
"126664";"-0,619043";"44,838214";"44°50'17.570N 0°37'8.555W";"33281";"Rue de Berlet";"";"33700";"MERIGNAC";"30/03/2016";"En intérieur";"R_SO2778_1_1PUB.pdf";"Oui";"0,81";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"126733";"1,354966";"44,016568";"44°0'59.645N 1°21'17.878E";"82121";"Rue de la Résistance";"";"82000";"MONTAUBAN";"14/04/2016";"En extérieur";"R_SO2755_1_1PUB.pdf";"Oui";"1,11";"Divers";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"126887";"0,5005";"44,903817";"44°54'13.741N 0°30'1.800E";"24259";"Le Perrier";"";"24140";"EYRAUD CREMPSE MAURENS";"27/04/2016";"En intérieur";"R_SO2825_1_1PUB.pdf";"Oui";"0,22";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"0,19";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,19";"";"13,636"
"126888";"1,265895";"44,858995";"44°51'32.382N 1°15'57.222E";"24082";"Le Galajou";"";"24200";"CARSAC AILLAC";"28/04/2016";"En intérieur";"R_SO2803_1_1PUB.pdf";"Oui";"0,18";"Lieu d'habitation";"EXEM";"0,01";"0,03";"0,04";"0,04";"0,05";"0,05";"0,16";"0,05";"0,14";"";"";"0,03";"";"0,04";"";"0,01";"";"0,01";"";"";"";"";"";"0,244131";"0,051962";"-35,628"
"126917";"-0,770684";"44,604287";"44°36'15.433N 0°46'14.462W";"33029";"Avenue des Pyrénées";"";"33114";"BARP";"27/04/2016";"En intérieur";"R_SO2819_1_1PUB.pdf";"Oui";"0,59";"Lieu d'habitation";"EXEM";"0,02";"0,03";"0,04";"0,04";"0,05";"0,05";"0,16";"0,05";"0,5";"";"";"0,03";"";"0,1";"";"0,07";"";"0,05";"";"";"";"";"";"0,553082";"0,135277";"6,257"
"127018";"2,465787";"44,255628";"44°15'20.261N 2°27'56.833E";"12137";"Chemin de Lacombe";"";"12160";"MANHAC";"13/05/2016";"En intérieur";"R_SO2845_1_1PUB.pdf";"Oui";"0,12";"Lieu d'habitation";"EXEM";"0,01";"0,03";"0,04";"0,04";"0,05";"0,05";"0,16";"0,05";"0,14";"";"";"0,03";"";"0,02";"";"0,01";"";"0,01";"";"";"";"";"";"0,241661";"0,03873";"-101,384"
"127095";"-0,564272";"44,824937";"44°49'29.773N 0°33'51.379W";"33063";"Rue Billaudel";"";"33800";"BORDEAUX";"25/05/2016";"En intérieur";"R_SO2884_1_1PUB.pdf";"Oui";"0,16";"Lieu d'habitation";"EXEM";"";"0,05";"";"";"";"";"";"";"0,07";"";"";"0,09";"";"0,07";"";"";"";"0,05";"";"";"";"";"";"0,151327";"0,124499";"5,42"
"127111";"-0,594361";"44,827806";"44°49'40.102N 0°35'39.700W";"33063";"Rue des Belles Iles";"Campuséa";"33000";"BORDEAUX";"17/05/2016";"En intérieur";"Rapport public LO021617-R.pdf";"Oui";"0,38";"Lieu d'habitation";"AEXPERTISE";"";"";"";"";"";"";"0,12";"";"";"";"";"0,17";"";"0,21";"0,62";"0,11";"0,7";"0,19";"0,19";"";"";"";"";"0,368239";"0,348138";"3,095"
"127151";"-1,139359";"44,762245";"44°45'44.082N 1°8'21.692W";"33011";"Rue Coste";"";"33740";"ARES";"25/05/2016";"En extérieur";"R_SO2887_1_1PUB.pdf";"Oui";"0,78";"Lieu d'habitation";"EXEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,54";"";"";"";"0,2";"";"0,35";"";"";"";"0,673869";"0,673869";"13,606"
