"Numéro de mesure";"Longitude";"Latitude";"Position";"Insee";"Adresse";"Complément";"Code postal";"Commune";"Date de mesure";"Mesure réalisée";"Rapport";"Conformité de la mesure";"Niveau global";"Type d'environnement";"laboratoire";"DECT (Téléphone domestique)";"Radiodiffusion sonore (FM – RNT)";"Services HF";"PMR (Réseaux radio mobile professionnels)";"PMR - balises";"Radars - balises - FH";"Radar - BLR (Wimax)- FH";"TV";"Réseaux locaux radioélectriques ou Wifi";"TM 700 (Téléphonie Mobile en 700 MHz)_mesuré";"TM 700 (Téléphonie Mobile en 700 MHz)_extrapolé";"TM 800_mesuré";"TM 800_extrapolé";"TM 900_mesuré";"TM 900_extrapolé";"TM 1800_mesuré";"TM 1800_extrapolé";"TM 2100_mesuré";"TM 2100_extrapolé";"TM 2600_mesuré";"TM 2600_extrapolé";"TM 3600_mesuré";"TM 3600_extrapolé";"Cumul_CasB";"Cumul_CasB_TM";"Ratio_Ecart_CasA_CasB_%";"CV_services_CasB"
"16048";"-0,586667";"44,838889";"44°50'20.000N 0°35'12.001W";"33063";"Terrasse du Huit Mai 1945";"Résidence Le Centre, au 11ème étage, M. FLEURET, dans la chambre";"33000";"BORDEAUX";"31/03/2009";"En intérieur";"FicheMesure16048.pdf";"Oui";"0,61";"Lieu d'habitation";"AEXPERTISE";"0,28";"";"0,06";"";"0,59";"";"";"";"";"";"";"";"";"";"0,72";"";"0,13";"";"";"";"";"";"";"0,982548";"0,731642";"-61,073";"0,72352"
"16049";"-0,586667";"44,838889";"44°50'20.000N 0°35'12.001W";"33063";"Terrasse du Huit Mai 1945";"Résidence Le Centre, au 11ème étage, M. FLEURET, sur le balcon du salon";"33000";"BORDEAUX";"31/03/2009";"En extérieur";"FicheMesure16049.pdf";"Oui";"1,13";"Divers";"AEXPERTISE";"0,13";"0,13";"0,08";"";"1,07";"";"";"";"";"";"";"";"";"";"1,34";"";"0,93";"";"0,14";"";"";"";"";"1,966011";"1,637101";"-73,983";"0,924199"
"16065";"-0,6525";"44,842778";"44°50'34.001N 0°39'9.000W";"33281";"Allée du Pont De Madame";"13ème étage, appartement 198, Mme BERNARD, dans le salon";"33700";"MERIGNAC";"02/04/2009";"En intérieur";"FicheMesure16065.pdf";"Oui";"0,26";"Lieu d'habitation";"AEXPERTISE";"0,45";"0,06";"0,18";"";"";"0,07";"";"0,2";"";"";"";"";"";"";"0,11";"";"0,1";"";"0,12";"";"";"";"";"0,565597";"0,19105";"-117,537";"0,733409"
"16072";"-0,665278";"44,808611";"44°48'31.000N 0°39'55.001W";"33318";"Rue Socrate";"Mme COTTE, sur la terrasse";"33600";"PESSAC";"31/03/2009";"En extérieur";"FicheMesure16072.pdf";"Oui";"0,19";"Divers";"AEXPERTISE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,19";"";"";"";"";"";"";"0,19";"0,19";"0";"0"
"16087";"-0,590278";"44,805278";"44°48'19.001N 0°35'25.001W";"33522";"Avenue Georges Lasserre";"Ecole maternelle Georges Lasserre, dans la garderie";"33400";"TALENCE";"01/04/2009";"En intérieur";"FicheMesure16087.pdf";"Oui";"0,3";"Lieu d'habitation";"AEXPERTISE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,39";"";"0,24";"";"0,23";"";"";"";"";"0,512445";"0,512445";"-70,815";"0,255285"
"16089";"-0,59";"44,805833";"44°48'20.999N 0°35'24.000W";"33522";"Avenue Georges Lasserre";"Ecole élémentaire Georges Lasserre, au centre de la cour";"33400";"TALENCE";"01/04/2009";"En extérieur";"FicheMesure16089.pdf";"Oui";"0,42";"Rue / Route / Parking";"AEXPERTISE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,49";"";"0,22";"";"0,41";"";"";"";"";"0,675722";"0,675722";"-60,886";"0,303309"
"16110";"-0,565556";"44,822222";"44°49'19.999N 0°33'56.002W";"33063";"Rue Buchon";"chez M. ROUSSEL, au 1er étage, dans la chambre 1";"33000";"BORDEAUX";"31/03/2009";"En intérieur";"FicheMesure16110.pdf";"Oui";"0,39";"Lieu d'habitation";"AEXPERTISE";"0,37";"";"0,08";"";"";"";"";"";"";"";"";"";"";"";"0,61";"";"0,44";"";"0,31";"";"";"";"";"0,897274";"0,813511";"-130,07";"0,478276"
"16212";"2,153611";"43,919722";"43°55'10.999N 2°9'13.000E";"81004";"Rue de la Rachoune";"chez M. ALVAREZ, au 1er étage, dans la chambre enfant 4";"81000";"ALBI";"20/04/2009";"En intérieur";"FicheMesure16212.pdf";"Oui";"0,19";"Lieu d'habitation";"AEXPERTISE";"0,06";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,22";"";"0,08";"";"0,07";"";"";"";"";"0,251595";"0,244336";"-32,418";"0,607774"
"16213";"2,153611";"43,919722";"43°55'10.999N 2°9'13.000E";"81004";"Rue de la Rachoune";"Résidence de la Rachoune, 3ème étage, chez M. GASCOIN, dans la chambre 1";"81000";"ALBI";"20/04/2009";"En intérieur";"FicheMesure16213.pdf";"Oui";"0,9";"Lieu d'habitation";"AEXPERTISE";"0,26";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,25";"";"0,56";"";"0,41";"";"";"";"";"1,453203";"1,429755";"-61,467";"0,611097"
"16217";"-0,765833";"44,846944";"44°50'48.998N 0°45'56.999W";"33273";"Rue Louis Blanc";"Ecole maternelle Flora Tristan, dans la bibliothèque, devant la baie vitrée face aux antennes";"33127";"MARTIGNAS SUR JALLE";"01/04/2009";"En intérieur";"FicheMesure16217.pdf";"Oui";"0,2";"Lieu d'habitation";"AEXPERTISE";"";"";"";"";"";"";"0,08";"";"";"";"";"";"";"";"0,07";"";"0,18";"";"0,25";"";"";"";"";"0,325883";"0,315911";"-62,942";"0,512623"
"16218";"-0,765833";"44,846944";"44°50'48.998N 0°45'56.999W";"33273";"Rue Louis Blanc";"Ecole maternelle Flora Tristan, dans la cour devant le préau";"33127";"MARTIGNAS SUR JALLE";"01/04/2009";"En extérieur";"FicheMesure16218.pdf";"Oui";"0,27";"Rue / Route / Parking";"AEXPERTISE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,21";"";"";"";"0,63";"";"";"";"";"0,664078";"0,664078";"-145,955";"0,5"
"16235";"-0,613056";"44,878333";"44°52'41.999N 0°36'47.002W";"33075";"Rue de Jarteau";"Chez Mr DUBOIS : Au 6ème étage, dans la chambre au bord du lit (fenêtre ouverte).";"33520";"BRUGES";"16/04/2009";"En intérieur";"FicheMesure16235.pdf";"Oui";"1,37";"Lieu d'habitation";"APAVE Sudeurope (CETE) Tassin la Demi-Lune";"0,06";"";"";"";"";"";"0,06";"";"";"";"";"";"";"";"1,92";"";"0,31";"";"1,36";"";"";"";"";"2,374721";"2,373205";"-73,337";"1,023989"
"16343";"-0,676111";"44,906944";"44°54'24.998N 0°40'34.000W";"33519";"Rue de la Liberté";"Groupe scolaire Jean Pometan : Dans la cour de l'école, entre la partie goudonnée et la partie en terre.";"33320";"TAILLAN MEDOC";"06/05/2009";"En extérieur";"FicheMesure16343.pdf";"Oui";"0";"Rue / Route / Parking";"APAVE Sudeurope (CETE) Tassin la Demi-Lune";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,18";"";"";"";"0,1";"";"";"";"";"0,205913";"0,205913";"";"0,285714"
"16344";"-0,676944";"44,908333";"44°54'29.999N 0°40'36.998W";"33519";"Rue de la Liberté";"Au fond du terrain sur lequel doit être implanté le futur Centre Aéré.";"33320";"TAILLAN MEDOC";"06/05/2009";"En extérieur";"FicheMesure16344.pdf";"Oui";"0";"Divers";"APAVE Sudeurope (CETE) Tassin la Demi-Lune";"";"";"";"";"";"";"";"0,13";"";"";"";"";"";"";"0,17";"";"0,09";"";"0,3";"";"";"";"";"0,379342";"0,356371";"";"0,457154"
"16345";"0,165278";"44,503333";"44°30'11.999N 0°9'55.001E";"47157";"Boulevard Ulysse Casse";"Entrée A, 7ème et dernier étage, Appt 7Adroite";"47200";"MARMANDE";"26/03/2009";"En intérieur";"FicheMesure16345.pdf";"Oui";"0";"Lieu d'habitation";"APAVE Sudeurope (CETE) Tassin la Demi-Lune";"0,39";"0,14";"";"";"";"";"";"";"";"";"";"";"";"";"0,07";"";"";"";"";"";"";"";"";"0,420238";"0,07";"";"0,68678"
"16348";"0,090833";"44,530278";"44°31'49.001N 0°5'26.999E";"47233";"Rue des Sureaux";"Ecole primaire mixte : Dans la cour de l'école, sur la pelouse.";"47180";"SAINTE BAZEILLE";"05/05/2009";"En extérieur";"FicheMesure16348.pdf";"Oui";"0";"Rue / Route / Parking";"APAVE Sudeurope (CETE) Tassin la Demi-Lune";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16349";"0,092778";"44,535833";"44°32'8.999N 0°5'34.001E";"47233";"Labastide";"Complexe sportif : sur le devant de la tribune du terrain de football.";"47180";"SAINTE BAZEILLE";"05/05/2009";"En extérieur";"FicheMesure16349.pdf";"Oui";"0,58";"Divers";"APAVE Sudeurope (CETE) Tassin la Demi-Lune";"";"";"";"";"";"";"0,07";"";"";"";"";"";"";"";"1,23";"";"";"";"";"";"";"";"";"1,23199";"1,23";"-112,412";"0,892308"
"16350";"0,096389";"44,5275";"44°31'39.000N 0°5'47.000E";"47233";"Rue de la Geyre";"Sur le terrain de Mr RAPIN (face au n° 17) situé entre la gendarmerie et l'école maternelle.";"47180";"SAINTE BAZEILLE";"05/05/2009";"En extérieur";"FicheMesure16350.pdf";"Oui";"0";"Divers";"APAVE Sudeurope (CETE) Tassin la Demi-Lune";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,18";"";"";"";"0,26";"";"";"";"";"0,316228";"0,316228";"";"0,181818"
"16351";"0,0975";"44,530833";"44°31'50.999N 0°5'51.000E";"47233";"Rue de l'Aubespin";"Sur le trottoir, devant l'entrée de la Ferme du Couloumey.";"47180";"SAINTE BAZEILLE";"05/05/2009";"En extérieur";"FicheMesure16351.pdf";"Oui";"0";"Rue / Route / Parking";"APAVE Sudeurope (CETE) Tassin la Demi-Lune";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,28";"";"";"";"";"";"";"";"";"0,28";"0,28";"";"0"
"16366";"0,719167";"45,183611";"45°11'1.000N 0°43'9.001E";"24322";"Rue Taillefer";"Agence France Télécom, sous l'antenne indoor 3G";"24000";"PERIGUEUX";"23/04/2009";"En intérieur";"FicheMesure16366.pdf";"Oui";"0,14";"Lieu d'habitation";"AEXPERTISE";"0,21";"";"0,09";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,16";"";"";"";"";"0,278927";"0,16";"-99,233";"0,320974"
"16367";"0,719167";"45,183611";"45°11'1.000N 0°43'9.001E";"24322";"Rue Taillefer";"Agence France Télécom, au rez-de-chaussée, à côté de l'antenne 2G";"24000";"PERIGUEUX";"23/04/2009";"En intérieur";"FicheMesure16367.pdf";"Oui";"0,1";"Lieu d'habitation";"AEXPERTISE";"0,51";"";"0,16";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,534509";"";"-434,509";"0,522388"
"16371";"-0,6675";"44,838611";"44°50'19.000N 0°40'3.000W";"33281";"Avenue Henri Vigneau";"France Télécom, 4ème étage, dans le bureau 415";"33700";"MERIGNAC";"30/04/2009";"En intérieur";"FicheMesure16371.pdf";"Oui";"0,19";"Lieu d'habitation";"AEXPERTISE";"0,21";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,19";"";"0,2";"";"0,1";"";"";"";"";"0,360832";"0,293428";"-89,912";"0,250713"
"16372";"-0,6675";"44,838611";"44°50'19.000N 0°40'3.000W";"33281";"Avenue Henri Vigneau";"France télécom, 4ème étage, dans le bureau 409";"33700";"MERIGNAC";"30/04/2009";"En intérieur";"FicheMesure16372.pdf";"Oui";"0,3";"Lieu d'habitation";"AEXPERTISE";"1,11";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,18";"";"0,64";"";"0,16";"";"";"";"";"1,303725";"0,683813";"-334,575";"0,745967"
"16384";"-0,650556";"44,780278";"44°46'49.001N 0°39'2.002W";"33318";"Rue Thomas Edison";"France Télécom, rez-de-chaussée, dans le bureau 006, à l'angle du bâtiment";"33600";"PESSAC";"29/04/2009";"En intérieur";"FicheMesure16384.pdf";"Oui";"0,28";"Lieu d'habitation";"AEXPERTISE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,37";"";"0,22";"";"0,18";"";"";"";"";"0,466583";"0,466583";"-66,637";"0,318645"
"16385";"-0,650556";"44,780278";"44°46'49.001N 0°39'2.002W";"33318";"Rue Thomas Edison";"France Télécom, 1er étage, dans le bureau 114, à l'angle du bâtiment";"33600";"PESSAC";"29/04/2009";"En intérieur";"FicheMesure16385.pdf";"Oui";"0,36";"Lieu d'habitation";"AEXPERTISE";"0,23";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,51";"";"0,42";"";"0,11";"";"";"";"";"0,708167";"0,669776";"-96,713";"0,493683"
"16427";"1,828056";"44,744444";"44°44'39.998N 1°49'41.002E";"46318";"Les Vignes";"chez M. PAYROL, au 1er étage, sur le balcon de la chambre";"46120";"THEMINES";"22/05/2009";"En extérieur";"FicheMesure16427.pdf";"Oui";"0,74";"Divers";"AEXPERTISE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"1";"1";"-35,135";"0"
"16456";"1,678889";"44,956667";"44°57'24.001N 1°40'44.000E";"46330";"Le Puy d'Issolud";"M. CAMINADE, dans le jardin, devant le garage";"46110";"VAYRAC";"26/05/2009";"En extérieur";"FicheMesure16456.pdf";"Oui";"0,26";"Divers";"AEXPERTISE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,41";"";"";"";"";"";"";"";"";"0,41";"0,41";"-57,692";"0"
"16457";"1,679722";"44,956667";"44°57'24.001N 1°40'46.999E";"46330";"Le Puy d'Issolud";"M. CAMINADE, à l'entrée de la propriété";"46110";"VAYRAC";"26/05/2009";"En extérieur";"FicheMesure16457.pdf";"Oui";"0,25";"Divers";"AEXPERTISE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,43";"";"0,14";"";"";"";"";"";"";"0,452217";"0,452217";"-80,887";"0,508772"
"16466";"-0,694167";"44,781944";"44°46'54.998N 0°41'39.001W";"33318";"Rue du petit Gazinet";"M. LEONARD, dans le jardin situé devant la maison";"33600";"PESSAC";"29/04/2009";"En extérieur";"FicheMesure16466.pdf";"Oui";"0,5";"Divers";"AEXPERTISE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,43";"";"1,1";"";"0,28";"";"";"";"";"1,213796";"1,213796";"-142,759";"0,590876"
"16467";"-0,691667";"44,783333";"44°46'59.999N 0°41'30.001W";"33318";"Allée de La Pérouse";"devant le n° 10 allée de La Pérouse, sur le terre-plein";"33600";"PESSAC";"29/04/2009";"En extérieur";"FicheMesure16467.pdf";"Oui";"0,98";"Rue / Route / Parking";"AEXPERTISE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,61";"";"1,15";"";"0,48";"";"";"";"";"2,035927";"2,035927";"-107,748";"0,4296"
"16468";"-0,693056";"44,783611";"44°47'1.000N 0°41'35.002W";"33318";"Allée des coccinelles";"devant le n° 9 allée des coccinelles";"33600";"PESSAC";"29/04/2009";"En extérieur";"FicheMesure16468.pdf";"Oui";"0,52";"Rue / Route / Parking";"AEXPERTISE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,77";"";"0,69";"";"0,25";"";"";"";"";"1,06372";"1,06372";"-104,562";"0,401086"
"16522";"1,828056";"44,744444";"44°44'39.998N 1°49'41.002E";"46318";"Les Vignes";"1er étage, M PAYROL, sur le balcon de la chambre";"46120";"THEMINES";"22/05/2009";"En extérieur";"FicheMesure16522.pdf";"Oui";"0,74";"Divers";"AEXPERTISE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"1";"1";"-35,135";"0"
"16523";"1,8275";"44,744444";"44°44'39.998N 1°49'39.000E";"46318";"Les Vignes";"devant l'entrée de M PAYROL";"46120";"THEMINES";"22/05/2009";"En extérieur";"FicheMesure16523.pdf";"Oui";"0,89";"Rue / Route / Parking";"AEXPERTISE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,51";"";"";"";"";"";"";"";"";"1,51";"1,51";"-69,663";"0"
"16569";"1,5425";"45,156111";"45°9'22.000N 1°32'33.000E";"19031";"Rue De Balzac";"chez M. BOUCHERON, au 1er étage, dans la chambre";"19100";"BRIVE LA GAILLARDE";"28/05/2009";"En intérieur";"FicheMesure16569.pdf";"Oui";"0,16";"Lieu d'habitation";"AEXPERTISE";"";"0,09";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,12";"";"0,2";"";"";"";"";"0,25";"0,233238";"-56,25";"0,339717"
"16570";"1,5425";"45,156111";"45°9'22.000N 1°32'33.000E";"19031";"Rue De Balzac";"chez M. BOUCHERON, au 1er étage, sur le balcon, devant la cuisine";"19100";"BRIVE LA GAILLARDE";"28/05/2009";"En extérieur";"FicheMesure16570.pdf";"Oui";"0,36";"Divers";"AEXPERTISE";"";"0,1";"0,06";"";"";"";"";"";"";"";"";"";"";"";"0,06";"";"0,06";"";"0,74";"";"";"";"";"0,753923";"0,744849";"-109,423";"1,315919"
"16571";"1,510556";"45,147778";"45°8'52.001N 1°30'38.002E";"19031";"Avenue Jean-Jacques Rousseau";"chez Mme VINATIER, au fond du jardin, devant la balancelle";"19100";"BRIVE LA GAILLARDE";"26/05/2009";"En extérieur";"FicheMesure16571.pdf";"Oui";"0,29";"Divers";"AEXPERTISE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,06";"";"0,36";"";"0,15";"";"";"";"";"0,394588";"0,394588";"-36,065";"0,661569"
"16572";"1,510556";"45,147778";"45°8'52.001N 1°30'38.002E";"19031";"Avenue Jean-Jacques Rousseau";"chez Mme VINATIER, au 1er étage, dans la cuisine";"19100";"BRIVE LA GAILLARDE";"26/05/2009";"En intérieur";"FicheMesure16572.pdf";"Oui";"0,17";"Lieu d'habitation";"AEXPERTISE";"0,15";"0,07";"";"";"";"";"";"";"";"";"";"";"";"";"0,08";"";"0,16";"";"0,07";"";"";"";"";"0,253574";"0,192094";"-49,161";"0,380178"
"16583";"-0,578056";"44,854167";"44°51'15.001N 0°34'41.002W";"33063";"Rue Saint Hubert";"Chez Mr Mme Benoit-Loubere : Au 1er étage, dans la salle à manger, devant la fenêtre ouverte";"33000";"BORDEAUX";"29/05/2009";"En intérieur";"FicheMesure16583.pdf";"Oui";"0,38";"Lieu d'habitation";"APAVE Sudeurope (CETE) Tassin la Demi-Lune";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,19";"";"0,12";"";"";"";"";"0,224722";"0,224722";"40,863";"0,225806"
"16586";"-0,651944";"44,854722";"44°51'16.999N 0°39'6.998W";"33281";"Avenue de Magudas-Résidence La Peyronie - appartement 2";"Sur le balcon du salon dans l'appartement de Melle Boussageon";"33700";"MERIGNAC";"28/05/2009";"En intérieur";"FicheMesure16586.pdf";"Oui";"1,25";"Lieu d'habitation";"APAVE Sudeurope (CETE) Tassin la Demi-Lune";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,09";"";"0,89";"";"1,69";"";"";"";"";"2,199159";"2,199159";"-75,933";"0,277876"
"16587";"-0,639167";"44,815833";"44°48'56.999N 0°38'21.001W";"33281";"Avenue Robert Schumann";"Appartement 1404, au milieu du salon de Mr Delfiol (Porte 20 : Rez de chaussée)";"33700";"MERIGNAC";"28/05/2009";"En intérieur";"FicheMesure16587.pdf";"Oui";"0,41";"Lieu d'habitation";"APAVE Sudeurope (CETE) Tassin la Demi-Lune";"0,71";"";"";"";"";"";"";"0,21";"";"";"";"";"";"";"0,06";"";"0,12";"";"";"";"";"";"";"0,752463";"0,134164";"-83,527";"0,933668"
"16588";"-0,639167";"44,816944";"44°49'0.998N 0°38'21.001W";"33281";"Avenue Robert Schumann le Burck";"Sur le terrain de la future crèche (à environ 15m du grillage de l'école primaire du Burck)";"33700";"MERIGNAC";"28/05/2009";"En extérieur";"FicheMesure16588.pdf";"Oui";"0,59";"Divers";"APAVE Sudeurope (CETE) Tassin la Demi-Lune";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,68";"";"";"";"0,8";"";"";"";"";"1,049952";"1,049952";"-77,958";"0,081081"
"16769";"-0,5925";"44,851944";"44°51'6.998N 0°35'33.000W";"33063";"Boulevard Wilson";"Groupe Scolaire de l'Assomption, dans la cour entre le toboggan et les sanitaires";"33000";"BORDEAUX";"10/06/2009";"En extérieur";"FicheMesure16769.pdf";"Oui";"0,46";"Rue / Route / Parking";"AEXPERTISE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,7";"";"0,31";"";"0,43";"";"";"";"";"0,878066";"0,878066";"-90,884";"0,339781"
"16770";"-0,5925";"44,851944";"44°51'6.998N 0°35'33.000W";"33063";"Boulevard Wilson";"Groupe Scolaire de l'Assomption, 2ème étage, dans la classe 12";"33000";"BORDEAUX";"10/06/2009";"En intérieur";"FicheMesure16770.pdf";"Oui";"0,8";"Lieu d'habitation";"AEXPERTISE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1,55";"";"0,23";"";"0,56";"";"";"";"";"1,664031";"1,664031";"-108,004";"0,719092"
"16929";"-0,601944";"44,8225";"44°49'21.000N 0°36'6.998W";"33063";"Rue du Tauzin";"Crèche du personnel de l'Hôpital Charles Perrens : Dans la cour, côté émetteurs au niveau de l'endroit où les enfants mangent à l'extérieur";"33000";"BORDEAUX";"29/05/2009";"En extérieur";"FicheMesure16929.pdf";"Oui";"0,61";"Rue / Route / Parking";"APAVE Sudeurope (CETE) Tassin la Demi-Lune";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,94";"";"0,15";"";"0,66";"";"";"";"";"1,158318";"1,158318";"-89,888";"0,560641"
"16933";"-0,556667";"44,888611";"44°53'19.000N 0°33'24.001W";"33063";"Rue Docteur Gabriel Pery";"Entreprise SFR Business Team : Au 1er étage, devant la fenêtre du milieu côté façade principale du bâtiment.";"33300";"BORDEAUX";"11/06/2009";"En intérieur";"FicheMesure16933.pdf";"Oui";"0,57";"Lieu d'habitation";"APAVE Sudeurope (CETE) Tassin la Demi-Lune";"0,17";"0,25";"";"";"";"";"";"0,27";"";"";"";"";"";"";"0,12";"";"0,09";"";"0,06";"";"";"";"";"0,436348";"0,161555";"23,448";"0,489473"
"16964";"-0,653333";"43,740278";"43°44'25.001N 0°39'11.999W";"40191";"Route du Cap de Gascogne";"Ecole primaire, dans la cour de récréation, sur l'herbe";"40500";"MONTAUT";"25/06/2009";"En extérieur";"FicheMesure16964.pdf";"Oui";"0";"Rue / Route / Parking";"AEXPERTISE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"16965";"-0,653056";"43,738611";"43°44'19.000N 0°39'11.002W";"40191";"Route du Cap de Gascogne";"devant le n°266 route du Cap de Gascogne";"40500";"MONTAUT";"25/06/2009";"En extérieur";"FicheMesure16965.pdf";"Oui";"0,16";"Rue / Route / Parking";"AEXPERTISE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"17027";"2,657222";"44,058889";"44°3'32.000N 2°39'25.999E";"12129";"Le bourg";"Ecole Communale, dans la cour, entre la marelle et la spirale, à côté du bac à sable et du damier";"12430";"LESTRADE ET THOUELS";"15/07/2009";"En extérieur";"FicheMesure17027.pdf";"Oui";"0,28";"Rue / Route / Parking";"AEXPERTISE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,35";"";"";"";"";"";"";"";"";"0,35";"0,35";"-25";"0"
"17033";"-0,507778";"43,890556";"43°53'26.002N 0°30'28.001W";"40192";"Rue De Fontainebleau";"Sécurité sociale-CPAM-CAF, 5ème étage, dans la salle des syndicats";"40000";"MONT DE MARSAN";"25/06/2009";"En intérieur";"FicheMesure17033.pdf";"Oui";"0,53";"Lieu d'habitation";"AEXPERTISE";"";"0,33";"";"";"";"";"";"";"";"";"";"";"";"";"0,95";"";"0,24";"";"0,12";"";"";"";"";"1,040865";"0,987168";"-96,39";"0,781821"
"17034";"-0,507778";"43,890556";"43°53'26.002N 0°30'28.001W";"40192";"Rue De Fontainebleau";"Sécurité Sociale-CPAM-CAF, sur le parking, devant les places réservées au centre d'examens de santé";"40000";"MONT DE MARSAN";"25/06/2009";"En extérieur";"FicheMesure17034.pdf";"Oui";"0,9";"Rue / Route / Parking";"AEXPERTISE";"";"0,11";"";"";"";"";"";"";"";"";"";"";"";"";"0,83";"";"0,82";"";"0,13";"";"";"";"";"1,17911";"1,173968";"-31,012";"0,746219"
"17109";"0,768889";"45,137778";"45°8'16.001N 0°46'8.000E";"24053";"Raubaly";"Sur le chemin d'accès aux antennes, au pied du château d'eau côté est";"24750";"BOULAZAC ISLE MANOIRE";"26/06/2009";"En extérieur";"FicheMesure17109.pdf";"Oui";"2,7";"Rue / Route / Parking";"AEXPERTISE";"";"3,26";"";"";"";"";"";"";"";"";"";"";"";"";"0,26";"";"0,14";"";"0,19";"";"";"";"";"3,278857";"0,351141";"-21,439";"1,378854"
"17110";"0,769167";"45,137222";"45°8'13.999N 0°46'9.001E";"24053";"Raubaly";"Devant chez M. LAFFITE";"24750";"BOULAZAC ISLE MANOIRE";"26/06/2009";"En extérieur";"FicheMesure17110.pdf";"Oui";"1,4";"Rue / Route / Parking";"AEXPERTISE";"";"2,29";"";"";"";"";"";"";"";"";"";"";"";"";"0,28";"";"0,14";"";"0,11";"";"";"";"";"2,313914";"0,331813";"-65,28";"1,301201"
"17179";"2,026111";"44,337778";"44°20'16.001N 2°1'34.000E";"12300";"Chemin de la Madeleine";"Devant le portail de M. CANTELOUBE";"12200";"VILLEFRANCHE DE ROUERGUE";"15/07/2009";"En extérieur";"FicheMesure17179.pdf";"Oui";"0,33";"Rue / Route / Parking";"AEXPERTISE";"";"0,07";"";"";"";"";"";"";"";"";"";"";"";"";"0,39";"";"0,21";"";"0,57";"";"";"";"";"0,725259";"0,721873";"-119,775";"0,606932"
"17183";"2,026667";"44,336944";"44°20'12.998N 2°1'36.001E";"12300";"Chemin de la Madeleine";"Devant le portail de Mme LELLOUCHE";"12200";"VILLEFRANCHE DE ROUERGUE";"15/07/2009";"En extérieur";"FicheMesure17183.pdf";"Oui";"0,46";"Rue / Route / Parking";"AEXPERTISE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0,28";"";"0,6";"";"0,68";"";"";"";"";"0,949105";"0,949105";"-106,327";"0,332346"
"17337";"1,430556";"44,466667";"44°28'0.001N 1°25'50.002E";"46042";"Avenue de l'Europe";"Conseil Général du Lot, bâtiment B, 4ème étage, sur le toit terrasse, côté Nord";"46000";"CAHORS";"24/07/2009";"En extérieur";"FicheMesure17337.pdf";"Oui";"0,22";"Divers";"AEXPERTISE";"";"0,16";"0,06";"";"0,07";"";"";"";"";"";"";"";"";"";"";"";"0,12";"";"";"";"";"";"";"0,220227";"0,12";"-0,103";"0,392524"
"17338";"1,429722";"44,466667";"44°28'0.001N 1°25'46.999E";"46042";"Avenue de l'Europe";"Conseil Général du Lot, bâtiment A, 1er étage, bureau 1-422";"46000";"CAHORS";"24/07/2009";"En intérieur";"FicheMesure17338.pdf";"Oui";"0,14";"Lieu d'habitation";"AEXPERTISE";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
